Source,Text,GT,NLTK,Transformers,PowerBI
amazon,All three broke within two months of use.,0,-0.4215,-0.9864398837089539,0.28429150581359863
amazon,Also difficult to put on.I'd recommend avoiding this product.,0,-0.34,-0.9995585083961487,0.1384701132774353
amazon,Also its slim enough to fit into my alarm clock docking station without removing the case.,1,0.0258,-0.9724075198173523,0.5
amazon,Also makes it easier to hold on to.,1,0.4215,0.9955077171325684,0.9733157157897949
amazon,Also the area where my unit broke).- I'm not too fond of the magnetic strap.,0,-0.3412,0.9561528563499451,0.006176739931106567
amazon,"Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.",0,-0.3875,-0.9994915723800659,0.237469881772995
amazon,"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.",0,-0.2924,-0.9995822310447693,0.08023703098297119
amazon,AMAZON SUCKS.,0,-0.2023,-0.999567985534668,0.056580185890197754
amazon,An Awesome New Look For Fall 2000!.,1,0.6588,0.9998660683631897,0.5
amazon,And I just love the colors!,1,0.6696,0.9998891949653625,0.9558074474334717
amazon,And none of the tones is acceptable.,0,0.3182,-0.9997726082801819,0.9325149059295654
amazon,And the sound quality is great.,1,0.6249,0.999884307384491,0.932949423789978
amazon,"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",0,0,-0.9997789263725281,0.016518205404281616
amazon,Any ring tone..Overall good phone to buy..,1,0.4404,0.998654305934906,0.8036904335021973
amazon,Appears to actually outperform the original battery from China that came with my V325i.,1,0.3182,-0.922274649143219,0.11406716704368591
amazon,Arrived quickly and much less expensive than others being sold.,1,0,-0.9963701963424683,0.2405012845993042
amazon,"As an earlier review noted, plug in this charger and nothing happens.",0,0,-0.9991374611854553,0.5
amazon,As I said above....PRETTY USELESS!,0,-0.5893,-0.9997937083244324,0.7955272197723389
amazon,"As many people complained, I found this headset's microphone was very weak.",0,-0.7089,-0.9997759461402893,0.017994344234466553
amazon,"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0,0.4404,-0.9976351261138916,0.7768716812133789
amazon,"Att is not clear, sound is very distorted and you have to yell when you talk.",0,-0.6342,-0.998996913433075,0.004894852638244629
amazon,"Audio Quality is poor, very poor.",0,-0.7351,-0.9998063445091248,0.044225722551345825
amazon,Authentic leather with nice shine and comfort .I recommend you this case !!,1,0.8118,0.9998704195022583,0.9875619411468506
amazon,Avoid this one if you can.,0,-0.296,-0.9996099472045898,0.8946093320846558
amazon,awesome device.,1,0.6249,0.9998734593391418,0.9720777273178101
amazon,Awkward to use and unreliable.,0,-0.1531,-0.9997575879096985,0.019229412078857422
amazon,Awsome Device Works Great!!.,1,0,0.999449610710144,0.9832017421722412
amazon,Bad Choice.,0,-0.5423,-0.9998024106025696,0.06634020805358887
amazon,"bad fit, way too big.",0,-0.25,-0.9996376037597656,0.15776506066322327
amazon,Bad Purchase.,0,-0.5423,-0.9997811317443848,0.06634020805358887
amazon,Bad Quality.,0,-0.5423,-0.9998010993003845,0.06634020805358887
amazon,Bad Reception.,0,-0.5423,-0.9997785687446594,0.06634020805358887
amazon,Basically the service was very bad.,0,-0.5849,-0.9998156428337097,0.06519922614097595
amazon,Battery charge-life is quite long.,1,0,-0.993245542049408,0.08234870433807373
amazon,Battery has no life.,0,-0.296,-0.9992745518684387,0.231170654296875
amazon,Battery is holding up well.,1,0.2732,0.999653697013855,0.044089943170547485
amazon,Battery is terrible.,0,-0.4767,-0.9994781017303467,0.0007221996784210205
amazon,Battery lasts only a few hours.,0,0,-0.983789324760437,0.10703307390213013
amazon,Battery life is also great!,1,0.6588,0.9998414516448975,0.9138624668121338
amazon,Battery life is real good.,1,0.4404,0.9998573660850525,0.807528018951416
amazon,Battery life still not long enough in Motorola Razor V3i.,0,0,-0.972368061542511,0.5
amazon,Beautiful styling though.,1,0.5994,0.9998834729194641,0.8212084174156189
amazon,"Because both ears are occupied, background is not distracting at all.",1,0.2235,0.9938924312591553,0.23603391647338867
amazon,best bluetooth on the market.,1,0.6369,0.999206006526947,0.9768546223640442
amazon,Best headset ever!!!.,1,0.7249,0.9997909069061279,0.9814168214797974
amazon,Best I've found so far .... I've tried 2 other bluetooths and this one has the best quality (for both me and the listener) as well as ease of using.,1,0.9186,0.9994128942489624,0.9713383913040161
amazon,"Best of all is the rotating feature, very helpful.",1,0.807,0.9996296763420105,0.931851863861084
amazon,Better than expected.,1,0.4404,0.9997919797897339,0.8722480535507202
amazon,Better Than New.,1,0.4404,0.9997569918632507,0.9696373343467712
amazon,Better than you'd expect.,1,0.4404,0.9998078942298889,0.22635295987129211
amazon,Big Disappointment with calendar sync.,0,-0.5106,-0.9998114705085754,0.5
amazon,Blue Ant is easy to use.,1,0.4404,0.9987271428108215,0.782179594039917
amazon,"Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.",0,0,-0.9995274543762207,0.03170183300971985
amazon,"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.",1,0.4404,0.9904043674468994,0.8278748989105225
amazon,"Bought mainly for the charger, which broke soon after purchasing.",0,-0.4215,-0.9646965265274048,0.15104469656944275
amazon,BT50 battery junk!.,0,0,-0.9998018145561218,0.5
amazon,"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.",1,0.4588,0.99982088804245,0.8477728366851807
amazon,But it does get better reception and clarity than any phone I've had before.,1,0.6808,0.9959702491760254,0.23902636766433716
amazon,"but it is great, i would really recommend it",1,0.8844,0.9998471140861511,0.9633680582046509
amazon,"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0,-0.607,-0.9998103976249695,0.029082834720611572
amazon,"But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I'm lost.",0,-0.3182,-0.999674379825592,0.026976317167282104
amazon,"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.",1,0.6369,-0.9725918769836426,0.9401761293411255
amazon,Buttons are too small.,0,0,-0.9993173480033875,0.5
amazon,Buy a different phone - but not this.,0,0,-0.9966570734977722,0.5
amazon,"Buyer Beware, you could flush money right down the toilet.",0,0,-0.9995673894882202,0.22402575612068176
amazon,Buyer--Be Very Careful!!!!!.,0,0,0.6244422793388367,0.5
amazon,camera color balance is AWFUL.,0,-0.5766,-0.9997225403785706,0.05705252289772034
amazon,Cant get the software to work with my computer.,0,0,-0.9988752007484436,0.06934639811515808
amazon,Can't store anything but phone numbers to SIM.,0,0,-0.9974780678749084,0.8648072481155396
amazon,Can't upload ringtones from a third party.,0,0.4019,-0.9989808797836304,0.5
amazon,Car charger as well as AC charger are included to make sure you never run out of juice.Highy recommended,1,0.6369,0.9996230006217957,0.991908609867096
amazon,Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,0,-0.4767,-0.9995039105415344,0.13393402099609375
amazon,Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.,1,0.3612,0.9856827855110168,0.9856791496276855
amazon,Chinese Forgeries Abound!.,0,0,0.9446662068367004,0.5
amazon,Clear crisp sound.,1,0.3818,0.9998597502708435,0.9745564460754395
amazon,"Clear Skype Calls, Long Battery Life, Long Range.",1,0.3818,-0.5625113844871521,0.9807047843933105
amazon,clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,1,0.3612,0.98505038022995,0.5
amazon,Comfort for our whole family.,1,0.3612,0.999853253364563,0.903600811958313
amazon,"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.",1,0.8442,0.9949221014976501,0.24637770652770996
amazon,Comfortable in my hand.,1,0.7579,0.9998425841331482,0.8343420028686523
amazon,"Comfortable, Nice Range, Good Battery Life.",1,0.8402,0.999867856502533,0.975837230682373
amazon,cool phone.,1,0.3182,0.9995542764663696,0.9720777273178101
amazon,Could not get strong enough signal.,0,-0.4023,-0.9997718930244446,0.5
amazon,Couldn't figure it out,0,0,-0.9995335340499878,0.7359678149223328
amazon,"Couldn't use the unit with sunglasses, not good in Texas!",0,-0.4015,-0.9992550015449524,0.016395866870880127
amazon,Crisp and Clear.,1,0.3818,0.9998594522476196,0.9768028855323792
amazon,Cumbersome design.,0,0,-0.9998035430908203,0.21641364693641663
amazon,Customer service was terrible.,0,-0.4767,-0.9996775388717651,0.05714142322540283
amazon,Defective crap.,0,-0.6705,-0.9997936487197876,0.03648996353149414
amazon,Definitely a bargain.,1,0.5423,0.9958409667015076,0.5
amazon,Design Flaw?.,0,0,-0.9997602701187134,0.5
amazon,Disapointing Results.,0,0,-0.9988856315612793,0.06634020805358887
amazon,Disappointed with battery.,0,-0.4767,-0.9997879266738892,0.03402802348136902
amazon,Disappointed!.,0,0,-0.9997965097427368,0.05214604735374451
amazon,disappointed.,0,-0.4767,-0.9997991919517517,0.05214604735374451
amazon,Disappointing accessory from a good manufacturer.,0,-0.0772,-0.9994258284568787,0.8100721836090088
amazon,disappointing.,0,-0.4939,-0.9998024106025696,0.05214604735374451
amazon,Disappointment.. I hate anything that goes in my ear.,0,-0.5719,-0.9996894598007202,0.0033656656742095947
amazon,Display is excellent and camera is as good as any from that year.,1,0.765,0.9998553991317749,0.9490029811859131
amazon,DO NOT BUY DO NOT BUYIT SUCKS,0,0.2755,-0.9927196502685547,0.05387267470359802
amazon,Do Not Buy for D807...wrongly advertised for D807.,0,0,-0.9967761635780334,0.10669055581092834
amazon,Do NOT buy if you want to use the holster.,0,0.0772,-0.9985658526420593,0.14375987648963928
amazon,Do not make the same mistake as me.,0,-0.34,0.9975855350494385,0.008121639490127563
amazon,DO NOT PURCHASE THIS PHONE.,0,0,-0.9995586276054382,0.5
amazon,Does everything it should and more.,1,0,0.9997479319572449,0.8865985870361328
amazon,Does not charge the Cingular (ATT) 8525 phone.,0,0,-0.9948317408561707,0.5
amazon,Does not fit.,0,-0.551,-1.9995801448822021,0.5
amazon,Does not work for listening to music with the cingular 8125.,0,0,-0.9993395805358887,0.2248590588569641
amazon,Does Not Work.,0,0,-0.9997495412826538,0.03179275989532471
amazon,Doesn't do the job.,0,0,-0.9995888471603394,0.7698347568511963
amazon,Doesn't hold charge.,0,0,-0.999721884727478,0.5
amazon,doesn't last long.,0,0,-0.9360983967781067,0.16026344895362854
amazon,Doesn't work at all.. I bougth it for my L7c and its not working.,0,0,-0.9997426271438599,0.010278701782226562
amazon,Doesn't Work.,0,0,-0.9997673630714417,0.16199979186058044
amazon,Don't bother - go to the store.,0,0.2584,-0.9928920269012451,0.1280151903629303
amazon,dont buy it.,0,0,-0.9974488019943237,0.5
amazon,Don't buy it.,0,0,-0.9984323978424072,0.5
amazon,Don't buy this product - It fails!.,0,0,-0.9997384548187256,0.19822636246681213
amazon,Don't buy this product.,0,0,-1.991370439529419,0.5
amazon,Don't make the same mistake I did.,0,-0.34,0.6095098853111267,0.035815268754959106
amazon,Don't make the same mistake that I did and please don't buy this phone.,0,-0.0258,-0.998202919960022,0.0166623592376709
amazon,Don't trust their website and don't expect any helpful support.,0,-0.3257,-0.9989812970161438,0.9287785291671753
amazon,Don't waste your $$$ on this one.,0,0.3252,-0.9153568148612976,0.9742321968078613
amazon,don't waste your money and time.,0,0.3252,0.7274624705314636,0.8958941698074341
amazon,Don't waste your money!.,0,0.3867,0.9281825423240662,0.9151930809020996
amazon,don't waste your money.,0,0.3252,0.9652019143104553,0.9151930809020996
amazon,Dont waste your money...,0,0.3252,-0.9875469207763672,0.14780277013778687
amazon,Due to this happening on every call I was forced to stop using this headset.,0,-0.6369,-0.9993161559104919,0.01755625009536743
amazon,"During several different 2 minute calls, I experienced 5 drops and it was in an area that had 5 bars.",0,0,-0.9869626760482788,0.13783368468284607
amazon,Earbud piece breaks easily.,0,0.34,0.981605589389801,0.8504983186721802
amazon,Easy to pair with my Samsung Cell.,1,0.4404,0.9533371329307556,0.9764942526817322
amazon,Easy to use.,1,0.4404,0.9991925358772278,0.9129117727279663
amazon,Echo Problem....Very unsatisfactory,0,0,-0.9997072815895081,0.08993852138519287
amazon,Essentially you can forget Microsoft's tech support.,0,0.2023,-0.9995391368865967,0.1089191734790802
amazon,"Even in my BMW 3 series which is fairly quiet, I have trouble hearing what the other person is saying.",0,-0.4019,-0.9958832859992981,0.2129414677619934
amazon,"every thing on phone work perfectly, she like it.",1,0.7717,0.9998577237129211,0.9871600866317749
amazon,Everything about it is fine and reasonable for the price i.e.,1,0.2023,0.9993424415588379,0.9666538238525391
amazon,Everything about this product is wrong.First,0,0,-0.9995415806770325,0.06276383996009827
amazon,Everything worked on the first try.The device was certainly engineered in a clever way and the construction feels good.,1,0.8074,0.9997792840003967,0.8678088188171387
amazon,Exactly what I wanted.,1,0,0.9994786381721497,0.7786861658096313
amazon,Excellent bluetooth headset.,1,0.5719,0.9997937083244324,0.9720777273178101
amazon,Excellent dual-purpose headset.,1,0.5719,0.9997563362121582,0.9192818403244019
amazon,Excellent hands free tool.,1,0.7906,0.9998214840888977,0.9869251251220703
amazon,Excellent Phone.,1,0.5719,0.9998329281806946,0.9720777273178101
amazon,Excellent product for the price.,2,1.1438,1.999717116355896,0.941796600818634
amazon,"Excellent product, I am very satisfied with the purchase.",1,0.7778,0.9998626112937927,0.9894313812255859
amazon,Excellent product.,1,0.5719,0.9998651146888733,0.9637396335601807
amazon,EXCELLENT SERVICE!!!!!!!!.,1,0.7067,0.9998666048049927,0.9720777273178101
amazon,Excellent sound quality.,1,0.5719,0.999866783618927,0.9661762118339539
amazon,"Excellent sound, battery life and inconspicuous to boot!.",1,0.6114,0.9994438886642456,0.7913381457328796
amazon,Excellent starter wireless headset.,0,0.5719,0.9997143149375916,0.9661762118339539
amazon,Excellent wallet type phone case.,1,0.5719,0.9994550943374634,0.9720883965492249
amazon,Excellent!.,1,0,0.999863862991333,0.9699022769927979
amazon,Fantastic buy and will get again for whatever my next phone is,1,0.5574,0.9850427508354187,0.8757103085517883
amazon,Fantastic earphones.,1,0.5574,0.9998592734336853,0.8548798561096191
amazon,fast service.,1,0,0.9994139671325684,0.5
amazon,"Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.",0,-0.4215,-0.9992619156837463,0.16895222663879395
amazon,"First of all, it doesn't wear well.",0,-0.2057,-0.9995743632316589,0.9341617822647095
amazon,"First off the reception sucks, I have never had more than 2 bars, ever.",0,-0.3612,-0.9804844260215759,0.15959960222244263
amazon,"Fits comfortably, came with three sizes of earbud tips.",1,0.4215,0.9980523586273193,0.8942468166351318
amazon,"Five star Plus, plus.",1,0,0.9994795322418213,0.5
amazon,"For a product that costs as much as this one does, I expect it to work far better and with greater ease than this thing does.",0,0.7845,0.8766714334487915,0.16790080070495605
amazon,"For the price on Amazon, it is an excellent product, which I would highly recommend.",1,0.8016,0.9997942447662354,0.9607400894165039
amazon,For the price this was a great deal.,1,0.6249,0.9990156292915344,0.9482202529907227
amazon,Freezes frequently4.,0,-0.0258,-0.9585957527160645,0.5
amazon,Gets a signal when other Verizon phones won't.,1,0,-0.9579229354858398,0.7561731934547424
amazon,Gets the job done.,1,0,0.9995660185813904,0.9103794097900391
amazon,"Good , works fine.",1,0.5719,0.999850332736969,0.9734947681427002
amazon,Good audio quality.,1,0.4404,0.9998543858528137,0.9193611145019531
amazon,Good case!.,1,0.4926,0.9997577667236328,0.9720777273178101
amazon,"Good case, Excellent value.",1,0.8402,0.9998685121536255,0.9821538925170898
amazon,"good item, low price.",1,0.2023,0.9991325736045837,0.9781588315963745
amazon,Good price.,1,0.4404,0.9998508095741272,0.9720777273178101
amazon,Good product - incredible value.,1,0.6486,0.9998884201049805,0.97786545753479
amazon,"Good product, good seller.",1,0.7003,0.9998492002487183,0.976173460483551
amazon,good protection and does not make phone too bulky.,1,0.4404,0.9981901049613953,0.8543602228164673
amazon,Good Quality.,1,0.4404,0.9998518228530884,0.9720777273178101
amazon,"Good show, Samsung.",1,0.4404,0.9998326301574707,0.9861605763435364
amazon,Good transmit audio.,1,0.4404,0.999774158000946,0.9061822891235352
amazon,"Good value, works fine - power via USB, car, or wall outlet.",1,0.7269,0.9993577599525452,0.984183669090271
amazon,Great audio!.,1,0.6588,0.9998759627342224,0.9061822891235352
amazon,Great bluetooth!.,1,0.6588,0.999732494354248,0.9720777273178101
amazon,Great case and price!,1,0.6588,0.9998372197151184,0.9661762118339539
amazon,Great charger.,1,0.6249,0.9998836517333984,0.9720777273178101
amazon,Great choice!,1,0.6588,0.9998640418052673,0.9720777273178101
amazon,Great Earpiece.,1,0.6249,0.9996854662895203,0.9720777273178101
amazon,Great for iPODs too.,1,0.6249,0.9996103644371033,0.9569957852363586
amazon,Great for the jawbone.,1,0.6249,0.9997795820236206,0.9557026624679565
amazon,Great for using with your home stereo.,1,0.6249,0.9983495473861694,0.9786466360092163
amazon,Great Hands Free Device.,1,0.8126,0.9996379613876343,0.9697418212890625
amazon,"great headset, very impressed - H500.",1,0.8173,0.9995255470275879,0.9858842492103577
amazon,"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",1,0.7946,0.999409019947052,0.9746662378311157
amazon,Great phone!.,2,1.3176,1.999696969985962,0.9720777273178101
amazon,Great Phone.,4,2.4996,3.999213695526123,0.9720777273178101
amazon,Great Pocket PC / phone combination.,1,0.6249,0.999617338180542,0.9437944293022156
amazon,Great price also!,1,0.6588,0.999731183052063,0.9439394474029541
amazon,"Great price, too!",1,0.6588,0.9997442960739136,0.9720777273178101
amazon,Great product and price.,1,0.6249,0.9998787641525269,0.9459580183029175
amazon,Great product for the price!.,1,0.6588,0.9998483657836914,0.941796600818634
amazon,"Great product, fast shipping!.",1,0.6588,0.9997888803482056,0.9545775651931763
amazon,Great Product.,1,0.6249,0.9998757243156433,0.9637396335601807
amazon,Great Product.,1,0.6249,0.9998757243156433,0.9720777273178101
amazon,Great software for Motorolas.,1,0.6249,0.9996851086616516,0.8938107490539551
amazon,Great sound and service.,1,0.6249,0.999883234500885,0.9661762118339539
amazon,Great Value.,1,0.7579,0.9998853206634521,0.5
amazon,great...no problems at all!.,1,-0.4574,0.9998509883880615,0.10670864582061768
amazon,Happy so far!.,1,0.6114,0.9998772740364075,0.9614149332046509
amazon,Has been working great.,1,0.6249,0.9998722076416016,0.7975989580154419
amazon,Having trouble with volume.,0,-0.4019,-0.9993510842323303,0.06675934791564941
amazon,He was very impressed when going from the original battery to the extended battery.,1,0.6901,0.999623715877533,0.012077033519744873
amazon,Headset works great & was packaged nicely to avoid any damage.,1,0.3818,0.9996255040168762,0.21959692239761353
amazon,Highly recommend for any one who has a blue tooth phone.,1,0.4201,0.9993906617164612,0.9129853248596191
amazon,Horrible phone.,0,-0.5423,-0.9995132088661194,0.06634020805358887
amazon,"horrible, had to switch 3 times.",0,-0.5423,-0.9994361400604248,0.07036474347114563
amazon,"Horrible, horrible protector.",0,-0.7906,-0.9985328316688538,0.06251105666160583
amazon,How can that be?The audio quality is poor.,0,-0.4767,-0.9998089671134949,0.015627920627593994
amazon,How stupid is that?,0,-0.5267,-0.9997416138648987,0.01680821180343628
amazon,However I needed some better instructions.,0,0.4404,-0.9993433952331543,0.1351151466369629
amazon,"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.",0,-0.3182,-0.9997240900993347,0.00898200273513794
amazon,"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",0,-0.2973,-0.9997382760047913,0.001999408006668091
amazon,"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",0,-0.5588,-0.9931832551956177,0.01996961236000061
amazon,"However, the ear pads come off easily and after only one week I lost one.",0,0.0258,-0.9987339377403259,0.11900639533996582
amazon,"However, the keypads are so tinny that I sometimes reach the wrong buttons.",0,-0.4588,-0.9946182370185852,0.028482556343078613
amazon,"However-the riingtones are not the best, and neither are the games.",0,-0.5216,-0.9995326995849609,0.0516563355922699
amazon,I advise EVERYONE DO NOT BE FOOLED!,0,0.4622,0.9989242553710938,0.7689255475997925
amazon,"I also didn't like the ""on"" button, it felt like it would crack with use.",0,-0.4973,-0.937125027179718,0.07017293572425842
amazon,I am also very happy with the price.,1,0.6115,0.9998782873153687,0.9443968534469604
amazon,I am glad I purchased it.,1,0.4588,0.9992073774337769,0.9272720813751221
amazon,I am going to have to be the first to negatively review this product.,0,0,-0.9996488094329834,0.759631872177124
amazon,I am more than happy with this product.,1,0.6096,0.9993921518325806,0.9503658413887024
amazon,I am not impressed with this and i would not recommend this item to anyone.,0,-0.5667,-0.9924905300140381,0.14476293325424194
amazon,"I am pairing this with my iphone, and I could not be happier with it so far.",1,-0.4168,-0.8830366134643555,0.8960782289505005
amazon,I am sorry I made this purchase.,0,-0.0772,-0.9995266795158386,0.1701669692993164
amazon,I am very happy,1,0.6115,0.9998795986175537,0.9318568706512451
amazon,I am very impressed with the job that Motorola did on the sturdiness of this phone.,1,0.5256,0.999174177646637,0.8936517238616943
amazon,I am very impressed with this headset from Plantronics.,1,0.5256,0.9997392892837524,0.9088470935821533
amazon,I bought it for my mother and she had a problem with the battery.,0,-0.4019,-0.999301016330719,0.09384274482727051
amazon,I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0,0.5574,-0.9995356202125549,0.021606922149658203
amazon,I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,1,0.6901,0.9998263120651245,0.9585121870040894
amazon,I bought this phone as a replacement for my StarTac and have regretted it since.,0,-0.3818,-0.9992974996566772,0.18234795331954956
amazon,I bought this to use with my Kindle Fire and absolutely loved it!,1,0.474,0.9998757839202881,0.9287512302398682
amazon,I bought two of them and neither will charge.,0,0,-0.9995418787002563,0.7593400478363037
amazon,I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,0,-0.2247,-0.9983657598495483,0.16101029515266418
amazon,"I can barely ever hear on it and am constantly saying ""what?""",0,0,-0.9628267288208008,0.209286630153656
amazon,"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.",1,0,0.9967116713523865,0.07521823048591614
amazon,I cannot make calls at certain places.,0,0.2732,-0.9975165128707886,0.2284177839756012
amazon,I can't use this case because the smell is disgusting.,0,-0.5267,-0.9988644123077393,0.0012695789337158203
amazon,I checked everywhere and there is no feature for it which is really disappointing.,0,-0.6901,-0.997961163520813,0.03462052345275879
amazon,"I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case.",1,0.6369,0.9485570192337036,0.9880931973457336
amazon,"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.",0,0.4588,-0.9963246583938599,0.5
amazon,I could not recommend these more.,0,-0.2755,-0.8262072205543518,0.19653910398483276
amazon,I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.,0,0.1326,-0.9986787438392639,0.08882027864456177
amazon,I did not have any problem with this item and would order it again if needed.,1,0.3089,0.797375500202179,0.0812680721282959
amazon,I didn't think that the instructions provided were helpful to me.,0,0.4215,-0.9996739029884338,0.2447754442691803
amazon,"I didn't want the clip going over the top of my ear, causing discomfort.",0,-0.3009,-0.99862140417099,0.06076240539550781
amazon,I does not maintain a connection with the computer while it is on my lap.,0,0,-0.9996718168258667,0.8461275100708008
amazon,I don't like this Nokia either.,0,-0.2755,-0.9923874139785767,0.04094681143760681
amazon,I don't think it would hold it too securly on your belt.,0,0,-0.994900107383728,0.6974779367446899
amazon,I ended up sliding it on the edge of my pants or back pockets instead.,1,0,-0.9970846772193909,0.7890809774398804
amazon,I especially love the long battery life.,1,0.6697,0.9994062185287476,0.8571411967277527
amazon,I even dropped this phone into a stream and it was submerged for 15 seconds and it still works great!,1,0.6588,0.9995942711830139,0.20471346378326416
amazon,I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,0,-0.2716,-0.9984204769134521,0.08288881182670593
amazon,I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,1,0.7845,0.9998344779014587,0.93976229429245
amazon,I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,0,0,-0.9992905855178833,0.02776193618774414
